,直營店,加盟店,縣市,地區,店鋪名稱,店鋪號,服務編號,地址,電話-1,電話-2
全家汐止建安店,,O,新北市,汐止區,汐止建安,015041,16907,新北市汐止區建成路59巷9號.15號,02-77230702,02-26418761
全家汐止建泰店,,O,新北市,汐止區,汐止建泰,023499,18754,新北市汐止區建成路59巷2號(國泰醫院汐止院區),02-26903424,02-26902115
全家汐止康寧店,,O,新北市,汐止區,汐止康寧,021133,15173,新北市汐止區康寧街169巷23號1樓,02-77230705,02-26959946
全家汐止日月光店,,O,新北市,汐止區,汐止日月光,018859,14213,新北市汐止區康寧街747號.749號,02-,02-26486322
全家汐止東城店,,O,新北市,汐止區,汐止東城,024113,60428,新北市汐止區康寧街459巷10號1樓,02-77137183,02-86951885
全家汐止祥雲店,,O,新北市,汐止區,汐止祥雲,019501,18775,新北市汐止區祥雲街1號壹樓部份,02-77230706,02-26462022
全家汐止興莊店,,O,新北市,汐止區,汐止興莊,021210,19197,新北市汐止區莊敬街32號壹樓全部,02-77230709,02-86424336
全家汐止莊敬店,,O,新北市,汐止區,汐止莊敬,021894,10738,新北市汐止區莊敬街139號,02-77230708,02-26435764
全家汐止新水蓮店,,O,新北市,汐止區,汐止新水蓮,023876,18671,新北市汐止區湖前街110巷97弄24號B1之1之2,02-86429384,02-26909465
全家汐止湖前店,,O,新北市,汐止區,汐止湖前,024464,61490,新北市汐止區湖前街49號1樓,02-77303242,02-26927433
全家汐止鄉長店,,O,新北市,汐止區,汐止鄉長,016026,50172,新北市汐止區鄉長路一段27號壹樓及貳樓,02-77230710,02-26919409
全家汐止連新店,,O,新北市,汐止區,汐止連新,024834,19198,新北市汐止區新台五路一段151號壹樓及地下室,02-77230711,02-26919772
全家汐止青山店,,O,新北市,汐止區,汐止青山,023571,11993,新北市汐止區新台五路一段212號;212之1號,02-77230712,02-26489817
全家汐止宏碁店,,O,新北市,汐止區,汐止宏碁,022615,62615,新北市汐止區新台五路一段82號部份,02-,02-26960486
全家汐止東科店,,O,新北市,汐止區,汐止東科,023131,63131,新北市汐止區新台五路一段96號C棟,02-,02-26969769
全家汐止新遠雄店,,O,新北市,汐止區,汐止新遠雄,020010,60010,新北市汐止區新台五路一段93號地下一層之2,02-77163683,02-26971106
全家新遠雄二店,,O,新北市,汐止區,新遠雄二,023298,60011,新北市汐止區新台五路一段97號地下一層之6,02-77163703,02-26975513
全家汐止新興店,,O,新北市,汐止區,汐止新興,023863,14412,新北市汐止區新興路21及23號,02-77230713,02-26919264
全家汐止福旺店,,O,新北市,汐止區,汐止福旺,017788,51485,新北市汐止區福德一路109號,02-77137254,02-86933934
全家汐止長虹店,,O,新北市,汐止區,汐止長虹,019397,50487,新北市汐止區福德二路81-1號,02-77231502,02-26948906
全家汐止興福店,,O,新北市,汐止區,汐止興福,023309,11402,新北市汐止區福德二路134號,02-77230715,02-86932048
全家汐止福德店,,O,新北市,汐止區,汐止福德,023362,61512,新北市汐止區福德三路16號壹樓,02-,02-27653612
全家汐止忠厚店,,O,新北市,汐止區,汐止忠厚,023271,63271,新北市汐止區樟樹一路135巷27號1樓,02-,02-26917067
全家汐止忠樹店,,O,新北市,汐止區,汐止忠樹,021070,61070,新北市汐止區樟樹一路119巷25號1樓,02-77533282,02-26494703
全家汐止樟興店,,O,新北市,汐止區,汐止樟興,022751,11581,"新北市汐止區樟樹一路16號,18號",02-77231505,02-26904033
全家汐止樟中店,,O,新北市,汐止區,汐止樟中,023895,12593,新北市汐止區樟樹一路127號1樓,02-77231503,02-86425058
全家汐止樟福店,,O,新北市,汐止區,汐止樟福,021010,14407,新北市汐止區樟樹一路220號,02-77231506,02-86923181
全家汐止新樹店,,O,新北市,汐止區,汐止新樹,023308,52017,新北市汐止區樟樹二路273號,02-77092139,02-26487704
全家汐止導航店,,O,新北市,汐止區,汐止導航,018898,58898,新北市汐止區樟樹二路68號,02-77230813,02-26548039
全家汐止興龍店,,O,新北市,汐止區,汐止興龍,019648,59648,新北市汐止區龍安路38號1樓,02-77305219,02-26488674
全家深坑紅葉店,,O,新北市,深坑區,深坑紅葉,021826,61826,新北市深坑區北深路1段106號,02-,02-26643929
全家深坑金典店,,O,新北市,深坑區,深坑金典,019256,52806,新北市深坑區北深路二段77號,02-77289994,02-26624307
全家深坑北福店,,O,新北市,深坑區,深坑北福,015531,55531,新北市深坑區北深路三段239號,02-77397335,02-26629753
全家深坑北深店,,O,新北市,深坑區,深坑北深,014888,16740,新北市深坑區北深路三段179號,02-77136338,02-26644845
全家深坑埔新店,,O,新北市,深坑區,深坑埔新,016992,16032,新北市深坑區埔新里埔新街93號1樓,02-77136339,02-26641876
全家深坑昇高店,,O,新北市,深坑區,深坑昇高,019681,59681,新北市深坑區埔新街59號,02-77306029,02-26649860
全家石碇雙溪店,,O,新北市,石碇區,石碇雙溪,021207,19022,新北市石碇區隆盛里雙溪58號,02-77136336,02-26633324
全家石碇國道店,,O,新北市,石碇區,石碇國道,023611,56572,新北市石碇區文山路一段6號,02-77462702,02-26633428
全家瑞芳龍川店,,O,新北市,瑞芳區,瑞芳龍川,020099,14696,新北市瑞芳區一坑路11之1號,02-77231512,02-24061884
全家瑞芳明燈店,,O,新北市,瑞芳區,瑞芳明燈,021895,61895,新北市瑞芳區民生街20號1樓及2樓部份,02-77301940,02-24969741
全家瑞芳前站店,,O,新北市,瑞芳區,瑞芳前站,020633,60633,新北市瑞芳區明燈路三段84號1.2樓,02-77463065,02-24971401
全家金瓜石黃金店,,O,新北市,瑞芳區,金瓜石黃金,019156,59156,新北市瑞芳區金光路36號1樓(部份),02-77091681,02-24962382
全家瑞芳傑魚坑店,,O,新北市,瑞芳區,瑞芳傑魚坑,017772,18972,新北市瑞芳區傑魚坑路62號,02-77231513,02-24969517
全家九份觀景店,O,,新北市,瑞芳區,九份觀景,024063,53604,新北市瑞芳區輕便路43號4樓,02-77462348,02-24969045
全家平溪平安店,,O,新北市,平溪區,平溪平安,022291,52037,新北市平溪區石底街53號,02-77464306,02-24951706
全家平溪十分店,,O,新北市,平溪區,平溪十分,018372,58161,新北市平溪區靜安路三段331號,02-77286549,02-24959087
全家貢寮澳底一店,,O,新北市,貢寮區,貢寮澳底一,018537,12761,新北市貢寮區大澳街1之1、3號1樓,02-77231511,02-24903521
全家鑫福隆店,,O,新北市,貢寮區,鑫福隆,018411,58411,新北市貢寮區興隆街22號1.2樓,02-77134022,02-24992209
全家新店慶民店,,O,新北市,新店區,新慶民,015483,11954,新北市新店區二十張路3號,02-77231523,02-89193666
全家新店鑫民店,,O,新北市,新店區,新鑫民,022432,62432,新北市新店區三民路81號1樓,02-,02-29188975
全家新店三富店,,O,新北市,新店區,新三富,023650,63650,新北市新店區三民路141號1樓,02-,02-86659629
全家新店新豐店,,O,新北市,新店區,新新豐,020986,60986,新北市新店區大豐路10號1樓,02-77532263,02-29158240
全家新店福民店,,O,新北市,新店區,新福民,020759,50170,新北市新店區中央路145號,02-77231527,02-22194351
全家新店新中央店,,O,新北市,新店區,新新中央,017773,19309,新北市新店區中央路63號,02-77231528,02-22197580
全家新店大鵬店,,O,新北市,新店區,新大鵬,020494,50005,新北市新店區中正路698號,02-77231532,02-22184729
全家新店莊敬店,,O,新北市,新店區,新莊敬,023882,53264,新北市新店區中正路523號,02-77463371,02-82193280
全家新店新百合店,,O,新北市,新店區,新新百合,015406,54168,新北市新店區中正路404號,02-77304063,02-22199017
全家新店華盛店,,O,新北市,新店區,新華盛,020253,60253,新北市新店區中正路143號1樓,02-77230130,02-86658387
全家新店正中店,,O,新北市,新店區,新正中,022536,55395,新北市新店區中正路366號,02-77302678,02-22195702
全家新店正民店,,O,新北市,新店區,新正民,022752,55747,新北市新店區中正路224號,02-77397355,02-29137185
全家新店五豐店,,O,新北市,新店區,新五豐,021457,56352,新北市新店區中正路59號,02-77463250,02-89145746
全家新店中盛店,,O,新北市,新店區,新中盛,017303,56910,新北市新店區中正路493-2號1樓,02-77462125,02-86673532
全家新店中華店,,O,新北市,新店區,新中華,023089,10872,新北市新店區中華路50號,02-77231533,02-86658913
全家新店鑫峰店,,O,新北市,新店區,新鑫峰,024191,61927,新北市新店區中興路1段282號1樓,02-77301710,02-29184798
全家新店新寶安店,,O,新北市,新店區,新新寶安,024193,19669,新北市新店區中興路三段209號,02-77231536,02-29157211
全家新店富強店,O,,新北市,新店區,新富強,020317,51486,新北市新店區中興路3段156號,02-77137256,02-89145943
全家新店新文強店,,O,新北市,新店區,新新文強,023399,56113,新北市新店區文化路17號,02-77463171,02-29107458
全家新店總站店,,O,新北市,新店區,新總站,023473,63473,新北市新店區北宜路一段2號,02-,02-29183917
全家新店站前店,,O,新北市,新店區,新站前,021181,50032,新北市新店區北宜路一段6號,02-77231538,02-29147259
全家新店長春店,,O,新北市,新店區,新長春,022551,12900,新北市新店區北宜路二段149號1樓,02-77231539,02-82171585
全家新店美譚店,,O,新北市,新店區,新美譚,018770,19177,新北市新店區北宜路二段419號,02-77231550,02-22171398
全家新店北宜店,,O,新北市,新店區,新北宜,019032,59032,新北市新店區北宜路二段18號1樓+地下室,02-77163078,02-22171961
全家新店行政店,,O,新北市,新店區,新行政,020221,60221,新北市新店區北新路一段88巷12號3樓,02-77230105,02-89146697
全家新店新華店,,O,新北市,新店區,新新華,020252,60252,新北市新店區北新路一段287號1樓+2樓,02-77231526,02-29124931
全家新店七張站店,O,,新北市,新店區,新七張站,023328,52045,新北市新店區北新路2段150-1號,02-77295419,02-86657572
全家新店忠誠店,,O,新北市,新店區,新忠誠,020149,11829,新北市新店區北新路二段119號1樓,02-77231551,02-29158815
全家新店金采店,,O,新北市,新店區,新金采,019266,51778,新北市新店區北新路3段213號旁壹樓部份(如附圖),02-77294183,02-89146548
全家新店公宅店,,O,新北市,新店區,新公宅,021233,60203,新北市新店區央北二路398號,02-77300573,02-22187268
全家新店新民族店,,O,新北市,新店區,新新民族,023440,52420,新北市新店區民族路97號1樓+地下室,02-77136828,02-29137896
全家新店民德店,,O,新北市,新店區,新民德,023054,50418,新北市新店區民族路6號,02-77231553,02-89113923
全家新店復興店,,O,新北市,新店區,新復興,018336,58336,新北市新店區民權路132號1樓,02-77286791,02-22184982
全家新店寶元店,,O,新北市,新店區,新寶元,019309,11135,新北市新店區民權路19號,02-77230500,02-29156106
全家新店民權店,,O,新北市,新店區,新民權,015042,14150,新北市新店區民權路105號1樓,02-77231556,02-86673437
全家新店民佳店,O,,新北市,新店區,新民佳,023350,14266,新北市新店區民權路72號,02-77231558,02-86658005
全家新北捷十四張,,O,新北市,新店區,新北捷十四張,023826,63826,新北市新店區民權路282號2樓,02-,02-22185671
全家新店皇家店,,O,新北市,新店區,新皇家,018995,15729,新北市新店區永平里永平街27號一樓,02-77096316,02-29499704
全家新店安和店,,O,新北市,新店區,新安和,023925,10557,新北市新店區永平街89號1樓,02-77096317,02-29475039
全家新店新和店,O,,新北市,新店區,新新和,023604,51955,新北市新店區永安街81號1樓,02-77137797,02-29413706
全家新店永業店,,O,新北市,新店區,新永業,024554,10930,新北市新店區永業路81巷1弄1號,02-77096319,02-29131378
全家新店光明店,,O,新北市,新店區,新光明,021028,12298,新北市新店區廣明里7鄰光明街136號1樓,02-77231563,02-86654542
全家新店光盛店,,O,新北市,新店區,新光盛,017925,57925,新北市新店區光明街181號1樓,02-77462476,02-89147282
全家新店如意店,,O,新北市,新店區,新如意,022363,14456,新北市新店區如意街29號1樓,02-77096320,02-22101261
全家新店安民店,,O,新北市,新店區,新安民,023790,12773,新北市新店區安民街1號1樓,02-77096322,02-86662484
全家新店安順店,,O,新北市,新店區,新安順,023615,52687,新北市新店區安民街192號1樓,02-77231036,02-22121274
全家新店陽光店,,O,新北市,新店區,新陽光,024133,15247,新北市新店區安忠路57巷10號1樓,02-77096478,02-86665549
全家新店鑫景大店,,O,新北市,新店區,新鑫景大,023802,63802,新北市新店區安忠路99號(C104),02-,02-22123445
全家新店永安店,,O,新北市,新店區,新永安,023085,12677,新北市新店區安康路二段157號,02-77096580,02-86661942
全家新店德安店,,O,新北市,新店區,新德安,020454,11434,新北市新店區安康路二段303號,02-77096581,02-86663307
全家新店康橋店,,O,新北市,新店區,新康橋,017396,16344,新北市新店區安康路3段738號、740號1樓,02-77096579,02-22140466
全家新店城泰店,,O,新北市,新店區,新城泰,016027,14158,新北市新店區安康路三段311號1樓,02-77096582,02-22143601
全家新店襄陽店,,O,新北市,新店區,新襄陽,023504,16865,新北市新店區安祥路104-10號,02-77096583,02-82151522
全家新店香坡店,,O,新北市,新店區,新香坡,018502,11969,"新北市新店區安祥路113號,115號",02-77096585,02-22005350
全家新店德順店,,O,新北市,新店區,新德順,018022,19853,新北市新店區安德街120巷6號,02-77096586,02-22121692
全家新店康德店,,O,新北市,新店區,新康德,024132,16432,新北市新店區安德街71巷2號、4號1樓,02-77096587,02-22121574
全家新店健民店,O,,新北市,新店區,新健民,014698,52504,新北市新店區明德路69巷28號,02-77136357,02-29162699
全家新店玫瑰店,,O,新北市,新店區,新玫瑰,021909,14138,新北市新店區玫瑰路58巷1號1樓,02-77096589,02-22103956
全家新店新陽店,,O,新北市,新店區,新新陽,021600,15728,新北市新店區粗坑里花園一路一段2號一樓,02-77096590,02-26669640
全家新店慈濟店,,O,新北市,新店區,新慈濟,022995,11121,新北市新店區建國路289號B1慈濟醫院大愛美食坊,02-82192787,02-82192878
全家新店江陵店,,O,新北市,新店區,新江陵,023974,10294,新北市新店區建國路219號,02-77231560,02-22190529
全家新店順安店,,O,新北市,新店區,新順安,021057,61057,新北市新店區順安街57號,02-77533603,02-89193423
全家新店新安店,,O,新北市,新店區,新新安,023778,61763,新北市新店區新和街60號1樓,02-,02-29403474
全家新店鑫碧潭店,,O,新北市,新店區,新鑫碧潭,019235,59235,新北市新店區新店路211號,02-77287131,02-86657744
全家新店龜山店,,O,新北市,新店區,新龜山,021366,52617,新北市新店區新烏路三段144號1樓,02-77231647,02-26666253
全家新店溪園店,,O,新北市,新店區,新溪園,024131,10134,新北市新店區中山里溪園路389號一樓,02-77095752,02-82189189
全家新店鑫泉店,,O,新北市,新店區,新鑫泉,024130,19478,新北市新店區溪園路401號,02-77231562,02-86677615
